station_name,latitude_x,longitude_x,available_bikes,poi_name,category,latitude_y,longitude_y
#00126-SALLES DES FÊTES HOLZEM,49.615901,5.993194,9,Restaurant Papaya,Sushi Restaurant,49.616679,5.993284
#00109-FOYER,49.569178,6.08175,2,Burger King Leudelange,Fast Food Restaurant,49.567216,6.079689
#00109-FOYER,49.569178,6.08175,2,Il Punto Delizioso,Pizzeria,49.565284,6.080453
#00109-FOYER,49.569178,6.08175,2,El Gato,Spanish Restaurant,49.567357,6.082029
#00109-FOYER,49.569178,6.08175,2,Les Espaces Réunions,French Restaurant,49.563044,6.072636
#00109-FOYER,49.569178,6.08175,2,Panos,Sandwich Spot,49.567036,6.079913
#00109-FOYER,49.569178,6.08175,2,Le Coin de la voglia matta,Diner,49.568284,6.076614
#00109-FOYER,49.569178,6.08175,2,Gourmet rapide resto (Gourmet Rapide Resto),Café,49.566641,6.078437
#00109-FOYER,49.569178,6.08175,2,Restaurant L' Orange Bleue,French Restaurant,49.565901,6.079576
#00109-FOYER,49.569178,6.08175,2,Restaurant Pizzeria Am Bann,French Restaurant,49.565964,6.078842
#00109-FOYER,49.569178,6.08175,2,Sakula,Asian Restaurant,49.565376,6.080774
#00109-FOYER,49.569178,6.08175,2,Am Ban,Italian Restaurant,49.565937,6.079859
#00109-FOYER,49.569178,6.08175,2,Il Bocconcino,Pizzeria,49.563134,6.072525
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Vinissimo,Wine Bar,49.587395,6.117451
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Au Pain de Mary,Bakery,49.59176,6.123175
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,New Delhi,Indian Restaurant,49.591303,6.126148
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Gastronomica,Italian Restaurant,49.596455,6.120399
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,New Cooking,Sushi Restaurant,49.593167,6.119896
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Oberweis,Caterer,49.583416,6.113544
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Chiche,Lebanese Restaurant,49.598107,6.118236
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Restaurant Pizzeria Quadro Delizioso,Pizzeria,49.591543,6.124756
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Restaurant Sherpa,Indian Restaurant,49.598721,6.118566
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Syriously,Middle Eastern Restaurant,49.598557,6.117677
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Restaurant Appayan,Indian Restaurant,49.59566,6.116577
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Restaurant Mr. Wok,Cantonese Restaurant,49.598807,6.119661
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Agave,Mexican Restaurant,49.59875,6.119623
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Saint-Paul Luxembourg,Advertising Agency,49.589918,6.116829
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Deliway,Sandwich Spot,49.590002,6.11585
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Mani D’Oro,Italian Restaurant,49.591116,6.116433
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Snack Daniela,Burger Joint,49.591538,6.116892
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Ninja House II,Sushi Restaurant,49.591709,6.117007
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Sushi Ichiban,Sushi Restaurant,49.592197,6.117166
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Restaurant Divino,Wine Bar,49.587497,6.117434
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Sushi Délice,Asian Restaurant,49.588715,6.120074
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Chez Daniela,Burger Joint,49.591581,6.116402
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Chez Stefano,Pizzeria,49.582117,6.116032
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Primavera Centre Commercial,Deli,49.588128,6.120366
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,In Vivo,Diner,49.588095,6.118876
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Big Fernand Luxembourg,Burger Joint,49.582973,6.12404
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Pepe Ristorante Pizzeria,Italian Restaurant,49.592816,6.120004
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Penalvense,Portuguese Restaurant,49.593932,6.117305
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Cafe Silves,Café,49.593782,6.116945
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Mr Sushi (Mr Sushi Sàrl),Buffet,49.593998,6.117004
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Il Pavone,Italian Restaurant,49.592816,6.120004
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Restaurant-Brasserie des Arts,French Restaurant,49.594273,6.117537
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Donna's Heaven,Bar,49.594121,6.116742
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Bubblies,Coffee Shop,49.585906,6.118428
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Lux-cloche d'or,Restaurant,49.582798,6.125131
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Pizzeria bei der Auer,Pizzeria,49.591079,6.124787
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Chop-Sticks,Chinese Restaurant,49.590683,6.12495
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Match Gasperich Loung,Beer Garden,49.592565,6.125017
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Cafe-Brasserie Millewee,Restaurant,49.592055,6.126744
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Comptoir Bohème,Restaurant,49.58376,6.114306
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Café Millewee,Pub,49.592055,6.126744
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,FoodRiders,Burger Joint,49.583925,6.113457
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Bistrot de Cessange,Bar,49.589386,6.10645
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Cantine,Eastern European Restaurant,49.583127,6.114558
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Neo Tokyo,Sushi Restaurant,49.597068,6.117013
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Café Goal,Sports Bar,49.597343,6.117546
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Celanese Caylux Holdings Luxembourg Sca,Bank,49.582593,6.116096
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Pizza Service,Pizzeria,49.597709,6.117966
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Le Riad,Moroccan Restaurant,49.597721,6.118061
#00053-LUDWIG VAN BEETHOVEN,49.59,6.1172,2,Circolo Culturale E Ricreativo Eugenio Curiel Asbl,Italian Restaurant,49.597924,6.118026
#00013-GELLE FRA,49.60951,6.128503,4,Ambrosia,Greek Restaurant,49.610106,6.129228
#00013-GELLE FRA,49.60951,6.128503,4,Ladurée,Dessert Shop,49.611446,6.12789
#00013-GELLE FRA,49.60951,6.128503,4,De Gudde Wëllen Terrasse (Corniche),Concert Hall,49.609364,6.13365
#00013-GELLE FRA,49.60951,6.128503,4,Rock Solid,Bar,49.611443,6.127457
#00013-GELLE FRA,49.60951,6.128503,4,Oberweis,Bakery,49.612034,6.131314
#00013-GELLE FRA,49.60951,6.128503,4,Bazaar,Bar,49.610225,6.131815
#00013-GELLE FRA,49.60951,6.128503,4,Bella Ciao,Italian Restaurant,49.61089,6.128774
#00013-GELLE FRA,49.60951,6.128503,4,Urban Bar,Bar,49.611566,6.132552
#00013-GELLE FRA,49.60951,6.128503,4,L'Osteria,Trattoria,49.610977,6.13077
#00013-GELLE FRA,49.60951,6.128503,4,Glacier Bargello,Ice Cream Parlor,49.604255,6.131911
#00013-GELLE FRA,49.60951,6.128503,4,Mamacita,Bar,49.613332,6.128825
#00013-GELLE FRA,49.60951,6.128503,4,Essenza - Restaurant,Italian Restaurant,49.611512,6.132948
#00013-GELLE FRA,49.60951,6.128503,4,Mesa Verde,Vegan and Vegetarian Restaurant,49.609035,6.133513
#00013-GELLE FRA,49.60951,6.128503,4,Vis-à-Vis,Bar,49.613122,6.129633
#00013-GELLE FRA,49.60951,6.128503,4,Scott's Pub,Pub,49.608575,6.136053
#00013-GELLE FRA,49.60951,6.128503,4,Go Ten,Cocktail Bar,49.611066,6.132299
#00013-GELLE FRA,49.60951,6.128503,4,Kaempff-Kohler,French Restaurant,49.610962,6.130241
#00013-GELLE FRA,49.60951,6.128503,4,Interview,Bar,49.611644,6.126988
#00013-GELLE FRA,49.60951,6.128503,4,Caffè Torino - Luxembourg,Italian Restaurant,49.612536,6.128285
#00013-GELLE FRA,49.60951,6.128503,4,Himalaya,Indian Restaurant,49.614016,6.119007
#00013-GELLE FRA,49.60951,6.128503,4,Gruppetto Café,Café,49.609867,6.128979
#00013-GELLE FRA,49.60951,6.128503,4,Um Plateau Sàrl,French Restaurant,49.612553,6.140009
#00013-GELLE FRA,49.60951,6.128503,4,Madeira Stuff,Café,49.615592,6.131482
#00013-GELLE FRA,49.60951,6.128503,4,Il Punto,Pizzeria,49.612312,6.126923
#00013-GELLE FRA,49.60951,6.128503,4,Batucada,Brazilian Restaurant,49.608301,6.132238
#00013-GELLE FRA,49.60951,6.128503,4,Oscar's Bar,Pub,49.608599,6.136242
#00013-GELLE FRA,49.60951,6.128503,4,Qosqo,Latin American Restaurant,49.611191,6.128754
#00013-GELLE FRA,49.60951,6.128503,4,Brasserie Schuman,Cocktail Bar,49.617316,6.126603
#00013-GELLE FRA,49.60951,6.128503,4,Ennert de Steiler,Pub,49.611269,6.133906
#00013-GELLE FRA,49.60951,6.128503,4,Everest,Indian Restaurant,49.603391,6.134954
#00013-GELLE FRA,49.60951,6.128503,4,Bloom,Café,49.600786,6.127915
#00013-GELLE FRA,49.60951,6.128503,4,Paname,Bar,49.603519,6.130202
#00013-GELLE FRA,49.60951,6.128503,4,Indie's,Bar,49.608391,6.132126
#00013-GELLE FRA,49.60951,6.128503,4,Vinoteca,Wine Bar,49.611622,6.134232
#00013-GELLE FRA,49.60951,6.128503,4,Partigiano,Italian Restaurant,49.601419,6.131283
#00013-GELLE FRA,49.60951,6.128503,4,NOTARO ristorante,Italian Restaurant,49.611166,6.140923
#00013-GELLE FRA,49.60951,6.128503,4,Charles Sandwiches,Breakfast Spot,49.604006,6.132002
#00013-GELLE FRA,49.60951,6.128503,4,L'Observatoire,Hotel Bar,49.605719,6.137744
#00013-GELLE FRA,49.60951,6.128503,4,Restaurant Grec Athena,Greek Restaurant,49.602689,6.126096
#00013-GELLE FRA,49.60951,6.128503,4,Barrels,Wine Bar,49.617507,6.122757
#00013-GELLE FRA,49.60951,6.128503,4,Rocas,Pub,49.613326,6.129598
#00013-GELLE FRA,49.60951,6.128503,4,Metropolitan,Cocktail Bar,49.603393,6.131672
#00013-GELLE FRA,49.60951,6.128503,4,Updown bar,Bar,49.60865,6.135412
#00013-GELLE FRA,49.60951,6.128503,4,Exki Gare,Fast Food Restaurant,49.603668,6.132204
#00013-GELLE FRA,49.60951,6.128503,4,Restaurant Pizzeria Il Fragolino,Pizzeria,49.606361,6.137056
#00013-GELLE FRA,49.60951,6.128503,4,Thai Snack,Asian Restaurant,49.603303,6.131783
#00013-GELLE FRA,49.60951,6.128503,4,Bananas,Café,49.611065,6.128583
#00013-GELLE FRA,49.60951,6.128503,4,Five Guys,Burger Joint,49.601885,6.133327
#00013-GELLE FRA,49.60951,6.128503,4,Brasserie Abtei,Brasserie,49.6106543476183,6.136578565051698
#00013-GELLE FRA,49.60951,6.128503,4,Brasserie du Cercle,Fast Food Restaurant,49.611582,6.129798
#00116-CHARLY'S STATION,49.649823,6.225796,2,Porta Vecchia,Pizzeria,49.649505,6.226244
#00116-CHARLY'S STATION,49.649823,6.225796,2,Cafe Brasserie Poire,Diner,49.646195,6.227624
#00116-CHARLY'S STATION,49.649823,6.225796,2,"Brasserie ""Um Tennis""",Beer Bar,49.649446,6.227848
#00116-CHARLY'S STATION,49.649823,6.225796,2,STC Bar,Bar,49.656108,6.226241
#00116-CHARLY'S STATION,49.649823,6.225796,2,Gourmet Rapide Resto,Restaurant,49.643829,6.219954
#00116-CHARLY'S STATION,49.649823,6.225796,2,Restaurant Leonardo,Italian Restaurant,49.655152,6.233554
#00116-CHARLY'S STATION,49.649823,6.225796,2,Ristorante-Pizzeria Leonardo,Pizzeria,49.655098,6.23395
#00061-FRIEDEN,49.637327,6.164573,5,Exki,Salad Restaurant,49.632587,6.170605
#00061-FRIEDEN,49.637327,6.164573,5,Restaurant Kin Khao,Thai Restaurant,49.633289,6.172466
#00061-FRIEDEN,49.637327,6.164573,5,Restaurant Beef Bar,Financial Planner,49.633747,6.169491
#00061-FRIEDEN,49.637327,6.164573,5,OrientX Kebab Lounge,Fast Food Restaurant,49.633768,6.169246
#00061-FRIEDEN,49.637327,6.164573,5,Bagelstein,Bagel Shop,49.633361,6.169315
#00061-FRIEDEN,49.637327,6.164573,5,Chimi Churri,Latin American Restaurant,49.631258,6.17368
#00061-FRIEDEN,49.637327,6.164573,5,L'Avenue,French Restaurant,49.631751,6.170482
#00061-FRIEDEN,49.637327,6.164573,5,100 Patates,Restaurant,49.633403,6.172544
#00061-FRIEDEN,49.637327,6.164573,5,Amarine,French Restaurant,49.633133,6.169161
#00061-FRIEDEN,49.637327,6.164573,5,Dean & David,Diner,49.633678,6.173077
#00061-FRIEDEN,49.637327,6.164573,5,ELA Greek Cuisine,Greek Restaurant,49.628633,6.164804
#00061-FRIEDEN,49.637327,6.164573,5,Terra Steakhouse,Steakhouse,49.631384,6.173613
#00061-FRIEDEN,49.637327,6.164573,5,Lama's Temple,Asian Restaurant,49.633055,6.169367
#00061-FRIEDEN,49.637327,6.164573,5,Vapiano Luxembourg,Italian Restaurant,49.63173,6.171233
#00061-FRIEDEN,49.637327,6.164573,5,Café Tribu,Italian Restaurant,49.631336,6.173473
#00061-FRIEDEN,49.637327,6.164573,5,The Jfk Bar & Kitchen,Gastropub,49.628917,6.164998
#00061-FRIEDEN,49.637327,6.164573,5,Phenicia,Middle Eastern Restaurant,49.628929,6.165092
#00061-FRIEDEN,49.637327,6.164573,5,Exki Kirchberg,Café,49.631647,6.17429
#00061-FRIEDEN,49.637327,6.164573,5,La Farinella,Pizzeria,49.631817,6.174406
#00061-FRIEDEN,49.637327,6.164573,5,Njörd,Scandinavian Restaurant,49.633417,6.169354
#00061-FRIEDEN,49.637327,6.164573,5,RTL Restaurant,Restaurant,49.63781,6.165422
#00061-FRIEDEN,49.637327,6.164573,5,The Game,Sports Bar,49.63322,6.172333
#00061-FRIEDEN,49.637327,6.164573,5,Fischer,Bakery,49.631405,6.173607
#00061-FRIEDEN,49.637327,6.164573,5,Nemos,Sushi Restaurant,49.633804,6.173249
#00061-FRIEDEN,49.637327,6.164573,5,Sushi & More Kirchberg - K Point,Sushi Restaurant,49.631193,6.172339
#00061-FRIEDEN,49.637327,6.164573,5,Boonchu,Thai Restaurant,49.633882,6.169324
#00061-FRIEDEN,49.637327,6.164573,5,Restaurant Cavali,Italian Restaurant,49.633882,6.169324
#00061-FRIEDEN,49.637327,6.164573,5,Ze Régal,Moroccan Restaurant,49.633585,6.169036
#00061-FRIEDEN,49.637327,6.164573,5,Sushi Royal,Japanese Restaurant,49.6336,6.169564
#00061-FRIEDEN,49.637327,6.164573,5,La Coupole,Bar,49.633735,6.169397
#00061-FRIEDEN,49.637327,6.164573,5,Maestri Della Pasta,Italian Restaurant,49.633633,6.169414
#00061-FRIEDEN,49.637327,6.164573,5,La Cucina Del Pastaiolo,Italian Restaurant,49.633462,6.169298
#00061-FRIEDEN,49.637327,6.164573,5,Le Gourmet Oriental 2,Moroccan Restaurant,49.633349,6.169221
#00061-FRIEDEN,49.637327,6.164573,5,Pokawa,Poke Restaurant,49.633308,6.169123
#00061-FRIEDEN,49.637327,6.164573,5,O’Tacos,Taco Restaurant,49.633334,6.169303
#00061-FRIEDEN,49.637327,6.164573,5,Pastaiolo,Fast Food Restaurant,49.633178,6.169105
#00061-FRIEDEN,49.637327,6.164573,5,Peter's Soups And Juices,Soup Spot,49.63333,6.1699
#00061-FRIEDEN,49.637327,6.164573,5,Antica Roma Sàrl,Pizzeria,49.633183,6.169436
#00061-FRIEDEN,49.637327,6.164573,5,Punto Rosso,Italian Restaurant,49.632837,6.168873
#00061-FRIEDEN,49.637327,6.164573,5,ING Café,Lounge,49.635816,6.172715
#00061-FRIEDEN,49.637327,6.164573,5,Reimerwee,Restaurant,49.636032,6.172775
#00061-FRIEDEN,49.637327,6.164573,5,Brasserie Ester's,Restaurant,49.633025,6.169952
#00061-FRIEDEN,49.637327,6.164573,5,Restaurant Reimerwee,Buffet,49.636112,6.173002
#00061-FRIEDEN,49.637327,6.164573,5,Happy Quick,Fast Food Restaurant,49.633313,6.168937
#00061-FRIEDEN,49.637327,6.164573,5,Amarine traiteur,Seafood Restaurant,49.632734,6.170532
#00061-FRIEDEN,49.637327,6.164573,5,Expogast,Restaurant,49.634992,6.173192
#00061-FRIEDEN,49.637327,6.164573,5,Apulia Antichi Sapori,Pizzeria,49.633882,6.169324
#00061-FRIEDEN,49.637327,6.164573,5,Alleataly,Italian Restaurant,49.63513,6.173459
#00061-FRIEDEN,49.637327,6.164573,5,The Game Sportsbar & Steakhouse,Restaurant,49.633597,6.172849
#00061-FRIEDEN,49.637327,6.164573,5,Della Mamma,Pizzeria,49.632601,6.171134
#00077-FUNICULAIRE,49.618823,6.136324,3,Madeira Stuff,Café,49.615592,6.131482
#00077-FUNICULAIRE,49.618823,6.136324,3,Um Plateau Sàrl,French Restaurant,49.612553,6.140009
#00077-FUNICULAIRE,49.618823,6.136324,3,Oberweis,Bakery,49.612034,6.131314
#00077-FUNICULAIRE,49.618823,6.136324,3,Brasserie Schuman,Cocktail Bar,49.617316,6.126603
#00077-FUNICULAIRE,49.618823,6.136324,3,Ready Coffee Shop,Coffee Shop,49.620102,6.124778
#00077-FUNICULAIRE,49.618823,6.136324,3,L'Osteria,Italian Restaurant,49.619853,6.142586
#00077-FUNICULAIRE,49.618823,6.136324,3,Urban Bar,Bar,49.611566,6.132552
#00077-FUNICULAIRE,49.618823,6.136324,3,Mamacita,Bar,49.613332,6.128825
#00077-FUNICULAIRE,49.618823,6.136324,3,Chez Bacano,Portuguese Restaurant,49.614146,6.144761
#00077-FUNICULAIRE,49.618823,6.136324,3,Vis-à-Vis,Bar,49.613122,6.129633
#00077-FUNICULAIRE,49.618823,6.136324,3,Essenza - Restaurant,Italian Restaurant,49.611512,6.132948
#00077-FUNICULAIRE,49.618823,6.136324,3,NOTARO ristorante,Italian Restaurant,49.611166,6.140923
#00077-FUNICULAIRE,49.618823,6.136324,3,Ukulele,Bar,49.61252,6.14383
#00077-FUNICULAIRE,49.618823,6.136324,3,Café littéraire Le Bovary,Café,49.627696,6.13633
#00077-FUNICULAIRE,49.618823,6.136324,3,Go Ten,Cocktail Bar,49.611066,6.132299
#00077-FUNICULAIRE,49.618823,6.136324,3,Barrels,Wine Bar,49.617507,6.122757
#00077-FUNICULAIRE,49.618823,6.136324,3,Caffè Torino - Luxembourg,Italian Restaurant,49.612536,6.128285
#00077-FUNICULAIRE,49.618823,6.136324,3,L'Osteria,Trattoria,49.610977,6.13077
#00077-FUNICULAIRE,49.618823,6.136324,3,Ennert de Steiler,Pub,49.611269,6.133906
#00077-FUNICULAIRE,49.618823,6.136324,3,Vinoteca,Wine Bar,49.611622,6.134232
#00077-FUNICULAIRE,49.618823,6.136324,3,Chiggeri,French Restaurant,49.612426,6.132358
#00077-FUNICULAIRE,49.618823,6.136324,3,Kaempff-Kohler,French Restaurant,49.610962,6.130241
#00077-FUNICULAIRE,49.618823,6.136324,3,Il Punto,Pizzeria,49.612312,6.126923
#00077-FUNICULAIRE,49.618823,6.136324,3,Rock Box,Bar,49.613138,6.142953
#00077-FUNICULAIRE,49.618823,6.136324,3,Rocas,Pub,49.613326,6.129598
#00077-FUNICULAIRE,49.618823,6.136324,3,Siegfried Von Westeschgaart,Brewery,49.618231,6.124372
#00077-FUNICULAIRE,49.618823,6.136324,3,Chiche,Lebanese Restaurant,49.618779,6.123362
#00077-FUNICULAIRE,49.618823,6.136324,3,Maybe Not Bob's,American Restaurant,49.613183,6.142897
#00077-FUNICULAIRE,49.618823,6.136324,3,Britannia Pub,Beer Bar,49.61385,6.144474
#00077-FUNICULAIRE,49.618823,6.136324,3,Brasserie Abtei,Brasserie,49.6106543476183,6.136578565051698
#00077-FUNICULAIRE,49.618823,6.136324,3,Miyako,Japanese Restaurant,49.618688,6.125115
#00077-FUNICULAIRE,49.618823,6.136324,3,Chique-o-Latte,Café,49.613321,6.127089
#00077-FUNICULAIRE,49.618823,6.136324,3,Brauerei - Big Beer Company,Restaurant,49.612635,6.142266
#00077-FUNICULAIRE,49.618823,6.136324,3,Brasserie du Cercle,Fast Food Restaurant,49.611582,6.129798
#00077-FUNICULAIRE,49.618823,6.136324,3,Mousel's Cantine,BBQ Joint,49.613524,6.143129
#00077-FUNICULAIRE,49.618823,6.136324,3,Cafe Veneziano,Coffee Shop,49.611049,6.129695
#00077-FUNICULAIRE,49.618823,6.136324,3,Pop/Up,Comfort Food Restaurant,49.612146,6.129558
#00077-FUNICULAIRE,49.618823,6.136324,3,Oeko Soph,Restaurant,49.614665,6.133619
#00077-FUNICULAIRE,49.618823,6.136324,3,SixtyFour Degrees Bar,Hotel Bar,49.620553,6.144012
#00077-FUNICULAIRE,49.618823,6.136324,3,Maho Hotel Restaurant Bar,Restaurant,49.614784,6.142711
#00077-FUNICULAIRE,49.618823,6.136324,3,Vinoteca - City Shop,Wine Bar,49.612636,6.13155
#00077-FUNICULAIRE,49.618823,6.136324,3,Delizie,Restaurant,49.618251,6.125769
#00077-FUNICULAIRE,49.618823,6.136324,3,Best Kebap,Kebab Restaurant,49.614386,6.14501
#00077-FUNICULAIRE,49.618823,6.136324,3,Star's Bar,Bar,49.612877,6.142949
#00077-FUNICULAIRE,49.618823,6.136324,3,Télio,Middle Eastern Restaurant,49.611788,6.131839
#00077-FUNICULAIRE,49.618823,6.136324,3,Wok Asian Restaurant Sushis,Sushi Restaurant,49.612903,6.129139
#00077-FUNICULAIRE,49.618823,6.136324,3,P.I.G.S,Mediterranean Restaurant,49.612574,6.129002
#00077-FUNICULAIRE,49.618823,6.136324,3,Snack Pamukkale,Fast Food Restaurant,49.619306,6.124238
#00077-FUNICULAIRE,49.618823,6.136324,3,McDonald's,Fast Food Restaurant,49.611559,6.129609
#00077-FUNICULAIRE,49.618823,6.136324,3,Restaurant Tempura,Chinese Restaurant,49.618462,6.123319
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Daruma,Asian Restaurant,49.572788,6.159637
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Nouvelle Etoile,Chinese Restaurant,49.573626,6.157614
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Da Vincenzo,Italian Restaurant,49.573835,6.158447
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Restaurant Oggi & Domani,Pizzeria,49.570755,6.16085
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Restaurant Kyoto - Sushi Bar Et Grill,Sushi Restaurant,49.573634,6.1552
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Al Sole,Pizzeria,49.567252,6.160719
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Le Jardin Gourmand,Restaurant,49.572947,6.155944
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Restaurant Chez Isabel Bacano,Seafood Restaurant,49.57624,6.153166
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Hesper Park,Restaurant,49.571248,6.159802
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,La Table De Sushi,Sushi Restaurant,49.572788,6.159637
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Brasserie Uelzechtdall,Beer Garden,49.573961,6.158619
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Lumbini Indian restaurant,Indian Restaurant,49.573429,6.156875
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Café Bei Der Uelzecht,Bar,49.573088,6.156644
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Opium,Asian Restaurant,49.574502,6.160023
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Guang Dong SARL,Chinese Restaurant,49.569689,6.160645
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Um Lomperang,Italian Restaurant,49.5729,6.155566
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Tokio,Sushi Restaurant,49.569104,6.161371
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Chez Vito,Restaurant,49.573158,6.155136
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Brasserie Du Chateau,Diner,49.573146,6.155041
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Duc Brasserie (DUC Brasserie),Hotel Bar,49.573158,6.155136
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Restaurant/Pizzeria Chez Vito,Restaurant,49.573248,6.155024
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Cafe Planet,Bar,49.573338,6.154912
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Am Trapeneck,Restaurant,49.567989,6.160787
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Franky's Kitchen Paradise,Gastropub,49.569542,6.166507
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Vinothèque Le Chai,Wine Bar,49.571357,6.151581
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Red Beef,Steakhouse,49.570998,6.146673
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Fentenger Stuff,Bowling Alley,49.564586,6.152776
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Brasserie Uelzechtdall Restaurant Da Vincenzo,Restaurant,49.573778,6.158408
#00067-MAIRIE DE HESPERANGE,49.571924,6.15965,10,Guang Dong,Chinese Restaurant,49.569047,6.161332
#00139-HUESCHTERT,49.657941,6.231683,0,Owstellgleis,French Restaurant,49.658164,6.231451
#00139-HUESCHTERT,49.657941,6.231683,0,Brasserie Um Eck,Restaurant,49.659332,6.232577
#00139-HUESCHTERT,49.657941,6.231683,0,Restaurant Leonardo,Italian Restaurant,49.655152,6.233554
#00139-HUESCHTERT,49.657941,6.231683,0,Ristorante-Pizzeria Leonardo,Pizzeria,49.655098,6.23395
#00139-HUESCHTERT,49.657941,6.231683,0,STC Bar,Bar,49.656108,6.226241
#00139-HUESCHTERT,49.657941,6.231683,0,Greek Restaurant,Greek Restaurant,49.657081,6.242314
#00139-HUESCHTERT,49.657941,6.231683,0,"Brasserie ""Um Tennis""",Beer Bar,49.649446,6.227848
#00139-HUESCHTERT,49.657941,6.231683,0,Chez Pascal-Le Gastronome,Restaurant,49.657639,6.23473
